,iati_identifier,reporting_org_narrative,title_narrative,description_narrative,participating_org_narrative,contact_info_organisation_narrative,recipient_country_code,sector_code,sector,sector_narrative,transaction_transaction_type_code,Date,transaction_value,default_currency,transaction_description_narrative,transaction_provider_org_ref,transaction_provider_org_narrative,year,month,day,EUR,USD,AUD,CAD,CHF,DKK,GBP,XDR,JPY
11,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2016-06-30 00:00:00+00:00,1335818,USD,Total Disbursement in Second Quarter of 2016,44002,International Development Association,2016,6,30,0.793655,0.714876,0.530867,0.549524,0.732455,0.106684,0.964225,1.0,0.00694729
12,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2016-06-30 00:00:00+00:00,973864,USD,Total Disbursement in Second Quarter of 2016,44002,International Development Association,2016,6,30,0.793655,0.714876,0.530867,0.549524,0.732455,0.106684,0.964225,1.0,0.00694729
13,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2016-06-30 00:00:00+00:00,1980070,USD,Total Disbursement in Second Quarter of 2016,44002,International Development Association,2016,6,30,0.793655,0.714876,0.530867,0.549524,0.732455,0.106684,0.964225,1.0,0.00694729
14,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2017-06-30 00:00:00+00:00,768786,USD,Total Disbursement in Second Quarter of 2017,44002,International Development Association,2017,6,30,0.820188,0.718707,0.552829,0.553831,0.74959,0.11029,0.932774,1.0,0.00642047
15,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2017-09-30 00:00:00+00:00,24331,USD,Total Disbursement in Third Quarter of 2017,44002,International Development Association,2017,9,30,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
16,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2017-09-30 00:00:00+00:00,159604,USD,Total Disbursement in Third Quarter of 2017,44002,International Development Association,2017,9,30,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
17,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2017-12-31 00:00:00+00:00,2038436,USD,Total Disbursement in Fourth Quarter of 2017,44002,International Development Association,2017,12,31,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
18,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2017-12-31 00:00:00+00:00,32307,USD,Total Disbursement in Fourth Quarter of 2017,44002,International Development Association,2017,12,31,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
19,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2017-12-31 00:00:00+00:00,15,USD,Total Disbursement in Fourth Quarter of 2017,44002,International Development Association,2017,12,31,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
20,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2018-03-31 00:00:00+00:00,2957865,USD,Total Disbursement in First Quarter of 2018,44002,International Development Association,2018,3,31,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
21,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2020-09-30 00:00:00+00:00,876421,USD,Total Disbursement in Third Quarter of 2020,44002,International Development Association,2020,9,30,0.831785,0.710442,0.504982,0.532605,0.770544,0.111706,0.911675,1.0,0.00671559
22,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2020-12-31 00:00:00+00:00,1566201,USD,Total Disbursement in Fourth Quarter of 2020,44002,International Development Association,2020,12,31,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
23,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2020-12-31 00:00:00+00:00,963371,USD,Total Disbursement in Fourth Quarter of 2020,44002,International Development Association,2020,12,31,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
24,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2020-12-31 00:00:00+00:00,2384979,USD,Total Disbursement in Fourth Quarter of 2020,44002,International Development Association,2020,12,31,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
25,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2021-03-31 00:00:00+00:00,589850,USD,Total Disbursement in First Quarter of 2021,44002,International Development Association,2021,3,31,0.827331,0.705613,0.536407,0.561124,0.748224,0.111241,0.971206,1.0,0.0063741
26,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2021-03-31 00:00:00+00:00,126917,USD,Total Disbursement in First Quarter of 2021,44002,International Development Association,2021,3,31,0.827331,0.705613,0.536407,0.561124,0.748224,0.111241,0.971206,1.0,0.0063741
27,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2021-03-31 00:00:00+00:00,1542971,USD,Total Disbursement in First Quarter of 2021,44002,International Development Association,2021,3,31,0.827331,0.705613,0.536407,0.561124,0.748224,0.111241,0.971206,1.0,0.0063741
28,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2018-06-30 00:00:00+00:00,647428,USD,Total Disbursement in Second Quarter of 2018,44002,International Development Association,2018,6,30,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
29,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2018-06-30 00:00:00+00:00,810251,USD,Total Disbursement in Second Quarter of 2018,44002,International Development Association,2018,6,30,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
30,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2018-09-30 00:00:00+00:00,76279,USD,Total Disbursement in Third Quarter of 2018,44002,International Development Association,2018,9,30,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
31,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2018-09-30 00:00:00+00:00,329299,USD,Total Disbursement in Third Quarter of 2018,44002,International Development Association,2018,9,30,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
32,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2018-09-30 00:00:00+00:00,13461,USD,Total Disbursement in Third Quarter of 2018,44002,International Development Association,2018,9,30,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
33,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2018-09-30 00:00:00+00:00,58112,USD,Total Disbursement in Third Quarter of 2018,44002,International Development Association,2018,9,30,0.8308455564245815,0.6967457141268071,0.5439101540229887,0.5664920765606598,0.7180685238636358,0.1111076644414169,1.012116487612611,1.0,0.006496077192982453
34,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2014-12-31 00:00:00+00:00,6242617,USD,Total Disbursement in Fourth Quarter of 2014,44002,International Development Association,2014,12,31,0.838001,0.690224,0.566122,0.594969,0.69783,0.1111076644414169,1.0773,1.0,0.006496077192982453
35,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2015-06-30 00:00:00+00:00,1518747,USD,Total Disbursement in Second Quarter of 2015,44002,International Development Association,2015,6,30,0.795582,0.711039,0.546078,0.570017,0.764394,0.106641,1.11761,1.0,0.00580677
36,44000-P117365,World Bank,Urban Water and Sanitation Project,The Objective of the Project  is to increase access to sustainable water supply services and to improved sanitation services in some urban areas in the recipient' s territory.,"International Development Association,Republic of Niger\, Ministry of Planning,International Development Association,Ministry of Hydraulic and Sanitation,Cellule de Coordination du PEAMU,Societe de Patrimoine des Eaux du Niger (SPEN)",The World Bank,NE,14010,Water sector policy and administrative management,"Sanitation,Water Supply,Public Administration - Water\, Sanitation and Waste Management,Services and Housing for the Poor,Urban Development",3,2015-12-31 00:00:00+00:00,1449429,USD,Total Disbursement in Fourth Quarter of 2015,44002,International Development Association,2015,12,31,0.785651,0.721641,0.527231,0.521417,0.727387,0.1111076644414169,1.0694,1.0,0.006496077192982453
